protein_id	organism_name	kingdom	protein_length	TM_helix_presence	class	cv_subset
Q9SJ50	Arabidopsis thaliana	Viridiplantae	333	False	Test	0
P38241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	364	False	Test	0
P38291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False	Test	0
Q5JTH9	Homo sapiens	Metazoa	1297	True	Test	0
J7M799	Ramazzottius varieornatus	Metazoa	237	False	Test	0
Q9BXW9	Homo sapiens	Metazoa	1451	False	Test	0
Q96NS1	Homo sapiens	Metazoa	127	False	Test	0
Q96T49	Homo sapiens	Metazoa	567	False	Test	0
O75081	Homo sapiens	Metazoa	653	False	Test	0
Q4KMP7	Homo sapiens	Metazoa	808	False	Test	0
Q7Z2Z1	Homo sapiens	Metazoa	1910	False	Test	0
P31356	Todarodes pacificus	Metazoa	448	True	Test	0
O14013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	556	False	Test	0
Q0WVH0	Arabidopsis thaliana	Viridiplantae	594	False	Test	0
O94716	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	233	False	Test	0
Q03862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593	False	Test	0
P32314	Homo sapiens	Metazoa	431	False	Test	0
Q9CQJ2	Mus musculus	Metazoa	290	False	Test	0
Q9NYK5	Homo sapiens	Metazoa	338	False	Test	0
Q9D855	Mus musculus	Metazoa	111	False	Test	0
Q9Y5J6	Homo sapiens	Metazoa	103	False	Test	0
Q8R3H9	Mus musculus	Metazoa	386	False	Test	0
Q94K49	Arabidopsis thaliana	Viridiplantae	396	False	Test	0
Q8LIY8	Oryza sativa subsp. japonica	Viridiplantae	569	False	Test	0
Q40477	Nicotiana tabacum	Viridiplantae	225	False	Test	0
P38557	Arabidopsis thaliana	Viridiplantae	474	False	Test	0
Q6DWJ6	Homo sapiens	Metazoa	353	True	Test	0
Q6MG82	Rattus norvegicus	Metazoa	306	True	Test	0
B1ASB6	Mus musculus	Metazoa	1015	False	Test	0
Q969F2	Homo sapiens	Metazoa	451	False	Test	0
P82412	Spinacia oleracea	Viridiplantae	179	False	Test	0
P13468	Drosophila melanogaster	Metazoa	463	False	Test	0
O82277	Arabidopsis thaliana	Viridiplantae	361	False	Test	0
Q96QU8	Homo sapiens	Metazoa	1125	False	Test	0
P22354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	195	False	Test	0
Q8N695	Homo sapiens	Metazoa	610	True	Test	0
P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883	False	Test	0
Q6NQK2	Arabidopsis thaliana	Viridiplantae	449	False	Test	0
Q9C0N3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90	False	Test	0
O61660	Caenorhabditis elegans	Metazoa	759	False	Test	0
Q8NBT2	Homo sapiens	Metazoa	197	False	Test	0
Q9SL05	Arabidopsis thaliana	Viridiplantae	133	False	Test	0
Q965W2	Caenorhabditis elegans	Metazoa	407	False	Test	0
O82645	Arabidopsis thaliana	Viridiplantae	488	False	Test	0
A1YKT1	Arabidopsis thaliana	Viridiplantae	433	False	Test	0
A0SVK0	Arabidopsis thaliana	Viridiplantae	291	False	Test	0
Q9VH36	Drosophila melanogaster	Metazoa	585	False	Test	0
Q0WPZ7	Arabidopsis thaliana	Viridiplantae	611	False	Test	0
P46435	Schistosoma mansoni	Metazoa	259	False	Test	0
Q9SAH8	Arabidopsis thaliana	Viridiplantae	532	True	Test	0
O94397	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	False	Test	0
Q08874	Mus musculus	Metazoa	526	False	Test	0
O95751	Homo sapiens	Metazoa	146	False	Test	0
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	Test	0
G5EBR8	Caenorhabditis elegans	Metazoa	247	False	Test	0
O96007	Homo sapiens	Metazoa	188	False	Test	0
P15505	Gallus gallus	Metazoa	1004	False	Test	0
Q95RQ8	Drosophila melanogaster	Metazoa	683	False	Test	0
Q21446	Caenorhabditis elegans	Metazoa	539	False	Test	0
Q05779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260	False	Test	0
Q6XUX1	Mus musculus	Metazoa	927	False	Test	0
G2HK15	Caenorhabditis elegans	Metazoa	367	False	Test	0
Q93654	Caenorhabditis elegans	Metazoa	245	False	Test	0
Q9GS00	Caenorhabditis elegans	Metazoa	601	False	Test	0
Q9VFS6	Drosophila melanogaster	Metazoa	994	True	Test	0
Q9SRK5	Arabidopsis thaliana	Viridiplantae	282	False	Test	0
Q9BQA5	Homo sapiens	Metazoa	517	False	Test	0
P23526	Homo sapiens	Metazoa	432	False	Test	0
J9VIL4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	623	True	Test	0
Q10LI1	Oryza sativa subsp. japonica	Viridiplantae	260	False	Test	0
Q9H063	Homo sapiens	Metazoa	256	False	Test	0
Q22002	Caenorhabditis elegans	Metazoa	582	False	Test	0
P11020	Scyliorhinus canicula	Metazoa	80	False	Test	0
Q10204	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250	False	Test	0
O60566	Homo sapiens	Metazoa	1050	False	Test	0
Q5VYK3	Homo sapiens	Metazoa	1845	False	Test	0
P54310	Mus musculus	Metazoa	759	False	Test	0
P22033	Homo sapiens	Metazoa	750	False	Test	0
Q3ZBF9	Bos taurus	Metazoa	296	False	Test	0
Q7Z412	Homo sapiens	Metazoa	305	True	Test	0
Q8WX92	Homo sapiens	Metazoa	580	False	Test	0
O94740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466	False	Test	0
P40541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1150	False	Test	0
O82239	Arabidopsis thaliana	Viridiplantae	358	False	Test	0
Q04083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370	True	Test	0
Q03761	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539	False	Test	0
Q585P3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Discoba	524	False	Test	0
Q94535	Drosophila melanogaster	Metazoa	264	False	Test	0
Q80TS7	Mus musculus	Metazoa	710	False	Test	0
Q64702	Mus musculus	Metazoa	925	False	Test	0
Q9D842	Mus musculus	Metazoa	499	False	Test	0
O82775	Arabidopsis thaliana	Viridiplantae	256	True	Test	0
O15047	Homo sapiens	Metazoa	1707	False	Test	0
Q15428	Homo sapiens	Metazoa	464	False	Test	0
Q94AV5	Arabidopsis thaliana	Viridiplantae	459	True	Test	0
P05109	Homo sapiens	Metazoa	93	False	Test	0
P53187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214	False	Test	0
Q9SU14	Arabidopsis thaliana	Viridiplantae	282	False	Test	0
Q6XQN6	Homo sapiens	Metazoa	538	False	Test	0
P24499	Trypanosoma brucei brucei	Discoba	229	True	Test	0
Q12098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	748	False	Test	0
P38127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377	True	Test	0
P38691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1029	False	Test	0
Q9JLI6	Mus musculus	Metazoa	432	False	Test	0
P38969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	True	Test	0
Q2KID9	Bos taurus	Metazoa	430	False	Test	0
Q8L7W1	Arabidopsis thaliana	Viridiplantae	678	True	Test	0
P21245	Candida boidinii	Fungi	423	True	Test	0
P32259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	974	False	Test	0
Q9Y7L8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	292	False	Test	0
O13395	Mycosarcoma maydis	Fungi	1180	True	Test	0
C0HM53	Populus euphratica	Viridiplantae	510	False	Test	0
O14064	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	997	False	Test	0
O42978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	80	False	Test	0
P53958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	396	False	Test	0
P28805	Spinacia oleracea	Viridiplantae	66	False	Test	0
Q05024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False	Test	0
Q10059	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1841	False	Test	0
F4JTS8	Arabidopsis thaliana	Viridiplantae	2729	False	Test	0
O74461	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235	False	Test	0
P53911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	425	False	Test	0
Q9BZL6	Homo sapiens	Metazoa	878	False	Test	0
P39705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539	False	Test	0
Q84MZ4	Arabidopsis thaliana	Viridiplantae	412	False	Test	0
Q08GK9	Mullus surmuletus	Metazoa	178	False	Test	0
Q504Q3	Homo sapiens	Metazoa	1202	False	Test	0
Q91VJ2	Mus musculus	Metazoa	260	False	Test	0
Q86WV6	Homo sapiens	Metazoa	379	True	Test	0
P40458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529	True	Test	0
Q8RXD9	Arabidopsis thaliana	Viridiplantae	955	False	Test	0
Q56P42	Homo sapiens	Metazoa	97	False	Test	0
Q45FA5	Physarum polycephalum	Amoebozoa	426	False	Test	0
Q9D563	Mus musculus	Metazoa	222	True	Test	0
P46676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1062	False	Test	0
Q92750	Homo sapiens	Metazoa	862	False	Test	0
O43013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533	False	Test	0
P53193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184	False	Test	0
Q8NC56	Homo sapiens	Metazoa	503	True	Test	0
A6H8Y1	Homo sapiens	Metazoa	2624	False	Test	0
A9UHW6	Homo sapiens	Metazoa	222	False	Test	0
Q3KP66	Homo sapiens	Metazoa	663	False	Test	0
Q9H5I1	Homo sapiens	Metazoa	410	False	Test	0
Q9Y6M1	Homo sapiens	Metazoa	599	False	Test	0
Q8K5A9	Rattus norvegicus	Metazoa	228	True	Test	0
Q8K3W3	Mus musculus	Metazoa	698	False	Test	0
Q24478	Drosophila melanogaster	Metazoa	1096	False	Test	0
Q9M1X2	Arabidopsis thaliana	Viridiplantae	279	False	Test	0
O13800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230	False	Test	0
Q8VY16	Arabidopsis thaliana	Viridiplantae	819	True	Test	0
P38162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196	False	Test	0
Q96EL1	Homo sapiens	Metazoa	287	False	Test	0
P97411	Mus musculus	Metazoa	478	False	Test	0
Q91ZW6	Rattus norvegicus	Metazoa	421	False	Test	0
Q9QZS8	Mus musculus	Metazoa	854	False	Test	0
Q04231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False	Test	0
Q9Y239	Homo sapiens	Metazoa	953	False	Test	0
Q38897	Arabidopsis thaliana	Viridiplantae	611	False	Test	0
J9VE33	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1094	False	Test	0
Q92621	Homo sapiens	Metazoa	2012	False	Test	0
Q9CQF3	Mus musculus	Metazoa	227	False	Test	0
Q9LJ97	Arabidopsis thaliana	Viridiplantae	262	False	Test	0
Q9Y275	Homo sapiens	Metazoa	285	True	Test	0
P19426	Mus musculus	Metazoa	375	False	Test	0
P38911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	411	False	Test	0
P38429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	False	Test	0
Q00653	Homo sapiens	Metazoa	900	False	Test	0
P50402	Homo sapiens	Metazoa	254	True	Test	0
Q9CAF2	Arabidopsis thaliana	Viridiplantae	216	False	Test	0
Q9NUK0	Homo sapiens	Metazoa	354	False	Test	0
Q8TDB6	Homo sapiens	Metazoa	740	False	Test	0
Q9VB46	Drosophila melanogaster	Metazoa	579	True	Test	0
Q9CA67	Arabidopsis thaliana	Viridiplantae	467	False	Test	0
O96693	Plasmodium falciparum (isolate HB3)	Sar	488	False	Test	0
P25578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	521	False	Test	0
P06813	Oryctolagus cuniculus	Metazoa	266	False	Test	0
P14693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329	False	Test	0
O22210	Arabidopsis thaliana	Viridiplantae	248	False	Test	0
P35728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	False	Test	0
Q08297	Mus musculus	Metazoa	339	False	Test	0
Q86VD7	Homo sapiens	Metazoa	318	True	Test	0
P57678	Homo sapiens	Metazoa	1058	False	Test	0
P28776	Mus musculus	Metazoa	407	False	Test	0
P28834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False	Test	0
Q93096	Homo sapiens	Metazoa	173	False	Test	0
Q9NWY4	Homo sapiens	Metazoa	346	False	Test	0
Q9GYU8	Drosophila melanogaster	Metazoa	702	False	Test	0
O76064	Homo sapiens	Metazoa	485	False	Test	0
Q12734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1121	False	Test	0
P38345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	False	Test	0
Q10362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	859	False	Test	0
Q0VDF9	Homo sapiens	Metazoa	509	False	Test	0
P82245	Spinacia oleracea	Viridiplantae	148	False	Test	0
P46959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383	False	Test	0
P78753	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557	False	Test	0
Q03327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502	True	Test	0
Q940Z2	Arabidopsis thaliana	Viridiplantae	724	False	Test	0
Q9H6R4	Homo sapiens	Metazoa	1146	False	Test	0
Q6PB70	Mus musculus	Metazoa	1060	True	Test	0
Q6CLY8	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	368	False	Test	0
Q9UST6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	198	False	Test	0
P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	True	Test	0
Q96LL9	Homo sapiens	Metazoa	226	True	Test	0
Q22812	Caenorhabditis elegans	Metazoa	399	False	Test	0
P47007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	False	Test	0
A2ASQ1	Mus musculus	Metazoa	1950	True	Test	0
Q94IN5	Euglena gracilis	Discoba	1803	False	Test	0
Q24472	Drosophila melanogaster	Metazoa	845	False	Test	0
Q8LEA8	Arabidopsis thaliana	Viridiplantae	336	False	Test	0
P10627	Drosophila melanogaster	Metazoa	490	False	Test	0
Q9EQR5	Mus musculus	Metazoa	269	True	Test	0
P46422	Arabidopsis thaliana	Viridiplantae	212	False	Test	0
Q70EL2	Homo sapiens	Metazoa	814	False	Test	0
P53170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491	False	Test	0
O22682	Arabidopsis thaliana	Viridiplantae	404	False	Test	0
Q9VC56	Drosophila melanogaster	Metazoa	3912	False	Test	0
Q9P2G3	Homo sapiens	Metazoa	628	False	Test	0
Q5VZK9	Homo sapiens	Metazoa	1371	False	Test	0
F4IV66	Arabidopsis thaliana	Viridiplantae	1001	False	Test	0
P78524	Homo sapiens	Metazoa	1137	False	Test	0
Q96T21	Homo sapiens	Metazoa	854	False	Test	0
I6PL68	Oryza sativa subsp. japonica	Viridiplantae	303	False	Test	0
Q8VYI3	Arabidopsis thaliana	Viridiplantae	309	False	Test	0
P62241	Homo sapiens	Metazoa	208	False	Test	0
P82916	Bos taurus	Metazoa	130	False	Test	0
Q8WXU2	Homo sapiens	Metazoa	420	False	Test	0
Q8VEH6	Mus musculus	Metazoa	393	False	Test	0
Q8BM75	Mus musculus	Metazoa	1188	False	Test	0
Q9BZB8	Homo sapiens	Metazoa	566	False	Test	0
Q9LEK8	Digitalis lanata	Viridiplantae	118	False	Test	0
Q9Y804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	703	False	Test	0
Q8BIW9	Mus musculus	Metazoa	969	False	Test	0
P54274	Homo sapiens	Metazoa	439	False	Test	0
Q9R1M5	Mus musculus	Metazoa	1163	False	Test	0
E1JH25	Drosophila melanogaster	Metazoa	1876	False	Test	0
Q84N64	Arabidopsis thaliana	Viridiplantae	777	False	Test	0
Q9USY8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	False	Test	0
Q92979	Homo sapiens	Metazoa	244	False	Test	0
Q5JPH6	Homo sapiens	Metazoa	523	False	Test	0
Q13685	Homo sapiens	Metazoa	434	False	Test	0
Q9VQ30	Drosophila melanogaster	Metazoa	604	False	Test	0
P0C7T6	Mus musculus	Metazoa	687	False	Test	0
Q8WWM7	Homo sapiens	Metazoa	1075	False	Test	0
O74848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311	False	Test	0
Q9NZ42	Homo sapiens	Metazoa	101	True	Test	0
Q9HAP6	Homo sapiens	Metazoa	207	False	Test	0
Q9UUD1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	900	True	Test	0
Q9H5Q4	Homo sapiens	Metazoa	396	False	Test	0
C6EUD4	Fasciola hepatica	Metazoa	478	False	Test	0
O43557	Homo sapiens	Metazoa	240	True	Test	0
D3ZUA0	Rattus norvegicus	Metazoa	338	False	Test	0
Q6P4A7	Homo sapiens	Metazoa	337	True	Test	0
Q337M4	Oryza sativa subsp. japonica	Viridiplantae	364	False	Test	0
O13712	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	844	True	Test	0
Q8WXG1	Homo sapiens	Metazoa	361	False	Test	0
Q9ZWA1	Arabidopsis thaliana	Viridiplantae	393	False	Test	0
P59382	Rattus norvegicus	Metazoa	212	True	Test	0
Q9USH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	204	False	Test	0
Q5SRY7	Mus musculus	Metazoa	542	False	Test	0
Q8WXD5	Homo sapiens	Metazoa	167	False	Test	0
O75204	Homo sapiens	Metazoa	238	True	Test	0
Q92878	Homo sapiens	Metazoa	1312	False	Test	0
Q94B35	Arabidopsis thaliana	Viridiplantae	466	False	Test	0
Q7M750	Mus musculus	Metazoa	143	True	Test	0
Q9USR9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	643	False	Test	0
Q99JS0	Mus musculus	Metazoa	100	True	Test	0
Q7K3L1	Drosophila melanogaster	Metazoa	921	False	Test	0
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	False	Test	0
Q01448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625	False	Test	0
Q01080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False	Test	0
Q9H299	Homo sapiens	Metazoa	93	False	Test	0
Q92733	Homo sapiens	Metazoa	491	False	Test	0
P28803	Spinacia oleracea	Viridiplantae	128	False	Test	0
Q94KE2	Arabidopsis thaliana	Viridiplantae	1550	False	Test	0
Q9NPF4	Homo sapiens	Metazoa	335	False	Test	0
Q93ZB2	Arabidopsis thaliana	Viridiplantae	509	True	Test	0
P0DJ07	Homo sapiens	Metazoa	73	True	Test	0
Q9QX74	Rattus norvegicus	Metazoa	1474	False	Test	0
Q6PCP7	Mus musculus	Metazoa	798	True	Test	0
P36177	Euglena gracilis	Discoba	538	False	Test	0
Q9S9N6	Arabidopsis thaliana	Viridiplantae	461	False	Test	0
Q920G9	Mus musculus	Metazoa	524	False	Test	0
Q9EQN3	Mus musculus	Metazoa	387	False	Test	0
Q9M394	Arabidopsis thaliana	Viridiplantae	471	False	Test	0
Q9UL49	Homo sapiens	Metazoa	500	False	Test	0
O08573	Mus musculus	Metazoa	353	False	Test	0
Q8VYD4	Arabidopsis thaliana	Viridiplantae	867	True	Test	0
O23247	Arabidopsis thaliana	Viridiplantae	642	False	Test	0
P38360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1216	True	Test	0
O94632	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	773	False	Test	0
P61460	Mus musculus	Metazoa	1591	False	Test	0
Q9VC45	Drosophila melanogaster	Metazoa	1954	False	Test	0
Q09260	Caenorhabditis elegans	Metazoa	490	False	Test	0
P49888	Homo sapiens	Metazoa	294	False	Test	0
Q8TAT5	Homo sapiens	Metazoa	605	False	Test	0
E9P8D2	Saccharomyces cerevisiae	Fungi	229	False	Test	0
P49419	Homo sapiens	Metazoa	539	False	Test	0
P24349	Caenorhabditis elegans	Metazoa	1201	False	Test	0
Q9LE82	Arabidopsis thaliana	Viridiplantae	535	False	Test	0
Q969F1	Homo sapiens	Metazoa	213	False	Test	0
P56286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306	False	Test	0
P30044	Homo sapiens	Metazoa	214	False	Test	0
O88801	Rattus norvegicus	Metazoa	354	False	Test	0
O75131	Homo sapiens	Metazoa	537	False	Test	0
P39112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	969	False	Test	0
P47112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False	Test	0
Q9H8W5	Homo sapiens	Metazoa	580	False	Test	0
Q19614	Caenorhabditis elegans	Metazoa	433	False	Test	0
O95433	Homo sapiens	Metazoa	338	False	Test	0
P45968	Caenorhabditis elegans	Metazoa	339	False	Test	0
Q6Q5X2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	51	False	Test	0
O43765	Homo sapiens	Metazoa	313	False	Test	0
P09956	Drosophila melanogaster	Metazoa	575	False	Test	0
P36163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345	True	Test	0
O94450	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501	False	Test	0
O55029	Mus musculus	Metazoa	905	False	Test	0
Q99N92	Mus musculus	Metazoa	148	False	Test	0
Q9JM73	Mus musculus	Metazoa	504	False	Test	0
Q9W2I4	Drosophila melanogaster	Metazoa	289	False	Test	0
P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587	False	Test	0
Q8VYJ1	Arabidopsis thaliana	Viridiplantae	560	True	Test	0
Q967U1	Dictyostelium discoideum	Amoebozoa	225	False	Test	0
P36162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False	Test	0
P82979	Homo sapiens	Metazoa	210	False	Test	0
Q6PEY1	Homo sapiens	Metazoa	159	True	Test	0
P41846	Caenorhabditis elegans	Metazoa	1009	False	Test	0
Q94AU9	Arabidopsis thaliana	Viridiplantae	174	False	Test	0
Q8VYR5	Arabidopsis thaliana	Viridiplantae	444	False	Test	0
Q96P11	Homo sapiens	Metazoa	429	False	Test	0
Q08683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	False	Test	0
P38879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	Test	0
O94444	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243	False	Test	0
Q9UTC0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	50	False	Test	0
Q9H6E5	Homo sapiens	Metazoa	874	False	Test	0
P22893	Mus musculus	Metazoa	319	False	Test	0
Q9LR91	Arabidopsis thaliana	Viridiplantae	319	False	Test	0
Q0P5I5	Bos taurus	Metazoa	327	False	Test	0
F4IUY8	Arabidopsis thaliana	Viridiplantae	1006	False	Test	0
P38985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False	Test	0
Q6NV75	Homo sapiens	Metazoa	609	True	Test	0
P62908	Mus musculus	Metazoa	243	False	Test	0
O74846	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	752	False	Test	0
Q96DX5	Homo sapiens	Metazoa	294	False	Test	0
P82413	Spinacia oleracea	Viridiplantae	233	False	Test	0
P40381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	False	Test	0
P34218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	831	False	Test	0
Q75NZ0	Pisum sativum	Viridiplantae	685	False	Test	0
Q9FVE6	Arabidopsis thaliana	Viridiplantae	245	False	Test	0
O94822	Homo sapiens	Metazoa	1766	False	Test	0
O94329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	183	False	Test	0
D0VWV4	Sus scrofa	Metazoa	169	True	Test	0
Q12931	Homo sapiens	Metazoa	704	False	Test	0
O60934	Homo sapiens	Metazoa	754	False	Test	0
Q10317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	193	False	Test	0
P39685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1337	True	Test	0
Q91YJ3	Mus musculus	Metazoa	226	False	Test	0
Q03433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False	Test	0
Q75WU1	Oryza sativa subsp. japonica	Viridiplantae	93	False	Test	0
P07665	Drosophila melanogaster	Metazoa	356	False	Test	0
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991	True	Test	0
P79015	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	False	Test	0
Q9N658	Drosophila melanogaster	Metazoa	541	False	Test	0
Q9D2V8	Mus musculus	Metazoa	456	True	Test	0
P24929	Nicotiana tabacum	Viridiplantae	186	False	Test	0
Q9N1F5	Sus scrofa	Metazoa	241	False	Test	0
Q8N292	Homo sapiens	Metazoa	157	True	Test	0
Q07878	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3144	False	Test	0
P40305	Homo sapiens	Metazoa	122	True	Test	0
Q8WY64	Homo sapiens	Metazoa	445	False	Test	0
O81775	Arabidopsis thaliana	Viridiplantae	158	True	Test	0
Q2Q5T5	Mus musculus	Metazoa	84	True	Test	0
P34247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False	Test	0
Q8C8M1	Mus musculus	Metazoa	221	False	Test	0
Q8TF40	Homo sapiens	Metazoa	1166	False	Test	0
Q9Y371	Homo sapiens	Metazoa	365	False	Test	0
Q55FB8	Dictyostelium discoideum	Amoebozoa	1272	False	Test	0
P54105	Homo sapiens	Metazoa	237	False	Test	0
Q8IYW5	Homo sapiens	Metazoa	571	False	Test	0
Q86U90	Homo sapiens	Metazoa	279	False	Test	0
Q9ASS2	Arabidopsis thaliana	Viridiplantae	601	False	Test	0
Q96KQ7	Homo sapiens	Metazoa	1210	False	Test	0
Q9SA14	Arabidopsis thaliana	Viridiplantae	404	False	Test	0
Q27934	Drosophila melanogaster	Metazoa	400	False	Test	0
Q9WTK2	Mus musculus	Metazoa	593	False	Test	0
P23611	Mus musculus	Metazoa	424	False	Test	0
Q8N4T4	Homo sapiens	Metazoa	335	False	Test	0
Q8VZA0	Arabidopsis thaliana	Viridiplantae	936	False	Test	0
P09596	Spinacia oleracea	Viridiplantae	121	False	Test	0
Q6PCZ4	Mus musculus	Metazoa	918	False	Test	0
P36144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False	Test	0
